country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Afghanistan,AFG,3/30/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,3/31/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/1/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/2/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/3/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/4/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/5/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/6/2021,0,0,0,0,3000,0,0,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/7/2021,120000,120000,0,0,3000,0.31,0.31,0,77,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/8/2021,0,0,0,0,3714,0,0,0,95,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/9/2021,0,0,0,0,4429,0,0,0,114,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/10/2021,0,0,0,0,5143,0,0,0,132,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/11/2021,0,0,0,0,5857,0,0,0,150,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/12/2021,0,0,0,0,6571,0,0,0,169,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/13/2021,0,0,0,0,7286,0,0,0,187,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/14/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/15/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/16/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/17/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/18/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/19/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/20/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/21/2021,0,0,0,0,8000,0,0,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/22/2021,240000,240000,0,0,8000,0.62,0.62,0,206,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/23/2021,0,0,0,0,8846,0,0,0,227,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/24/2021,0,0,0,0,9692,0,0,0,249,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/25/2021,0,0,0,0,10538,0,0,0,271,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/26/2021,0,0,0,0,11384,0,0,0,292,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/27/2021,0,0,0,0,12229,0,0,0,314,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/28/2021,0,0,0,0,13075,0,0,0,336,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/29/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,4/30/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/1/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/2/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/3/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/4/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/5/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/6/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/7/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/8/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/9/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/10/2021,0,0,0,0,13921,0,0,0,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/11/2021,504502,448878,55624,0,13921,1.3,1.15,0.14,358,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/12/2021,0,0,0,0,12621,0,0,0,324,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/13/2021,0,0,0,0,11321,0,0,0,291,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/14/2021,0,0,0,0,10022,0,0,0,257,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/15/2021,0,0,0,0,8722,0,0,0,224,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/16/2021,0,0,0,0,7422,0,0,0,191,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/17/2021,0,0,0,0,6122,0,0,0,157,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/18/2021,0,0,0,0,4822,0,0,0,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/19/2021,0,0,0,0,4822,0,0,0,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/20/2021,547901,470341,77560,0,4822,1.41,1.21,0.2,124,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/21/2021,0,0,0,0,5040,0,0,0,129,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/22/2021,0,0,0,0,5257,0,0,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/23/2021,0,0,0,0,5474,0,0,0,141,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/24/2021,573277,476367,96910,0,5692,1.47,1.22,0.25,146,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/25/2021,0,0,0,0,6230,0,0,0,160,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/26/2021,590454,479372,111082,0,6768,1.52,1.23,0.29,174,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/27/2021,593313,479574,113739,2859,6487,1.52,1.23,0.29,167,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/28/2021,0,0,0,0,5907,0,0,0,152,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/29/2021,0,0,0,0,5326,0,0,0,137,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/30/2021,600152,480226,119926,0,4746,1.54,1.23,0.31,122,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,5/31/2021,0,0,0,0,5084,0,0,0,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/1/2021,0,0,0,0,5102,0,0,0,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/2/2021,626290,481690,144600,0,5119,1.61,1.24,0.37,131,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/3/2021,630305,481800,148505,4015,5285,1.62,1.24,0.38,136,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/4/2021,0,0,0,0,5273,0,0,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/5/2021,0,0,0,0,5261,0,0,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/6/2021,0,0,0,0,5250,0,0,0,135,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/7/2021,0,0,0,0,4319,0,0,0,111,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/8/2021,641295,482952,158343,0,3388,1.65,1.24,0.41,87,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/9/2021,0,0,0,0,2637,0,0,0,68,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/10/2021,0,0,0,0,2556,0,0,0,66,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/11/2021,0,0,0,0,2735,0,0,0,70,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/12/2021,0,0,0,0,2914,0,0,0,75,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/13/2021,0,0,0,0,3093,0,0,0,79,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Afghanistan,AFG,6/14/2021,662003,484737,177266,0,3272,1.7,1.25,0.46,84,"BBIBP-CorV, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/
Albania,ALB,1/10/2021,0,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/11/2021,0,0,0,0,64,0,0,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/12/2021,128,128,0,0,64,0,0,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/13/2021,188,188,0,60,63,0.01,0.01,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/14/2021,266,266,0,78,66,0.01,0.01,0,23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/15/2021,308,308,0,42,62,0.01,0.01,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/16/2021,369,369,0,61,62,0.01,0.01,0,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/17/2021,405,405,0,36,58,0.01,0.01,0,20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/18/2021,447,447,0,42,55,0.02,0.02,0,19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/19/2021,483,483,0,36,51,0.02,0.02,0,18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/20/2021,519,519,0,36,47,0.02,0.02,0,16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/21/2021,549,549,0,30,40,0.02,0.02,0,14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/22/2021,0,0,0,0,34,0,0,0,12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/23/2021,0,0,0,0,26,0,0,0,9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/24/2021,0,0,0,0,21,0,0,0,7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/25/2021,0,0,0,0,15,0,0,0,5,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/26/2021,0,0,0,0,9,0,0,0,3,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/27/2021,0,0,0,0,4,0,0,0,1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/28/2021,0,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/29/2021,0,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/30/2021,0,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,1/31/2021,0,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,2/1/2021,0,0,0,0,0,0,0,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,2/2/2021,550,549,1,0,0,0.02,0.02,0,0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,2/3/2021,0,0,0,0,12,0,0,0,4,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,2/4/2021,0,0,0,0,24,0,0,0,8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
Albania,ALB,2/5/2021,0,0,0,0,35,0,0,0,12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/
